product_id,product_name,product_category,product_subcategory,product_manufacturer
1807,Xerox 204,Office Supplies,Paper,Xerox
1808,Xerox 205,Office Supplies,Paper,Xerox
1809,Xerox 206,Office Supplies,Paper,Xerox
1810,Xerox 207,Office Supplies,Paper,Xerox
1811,Xerox 208,Office Supplies,Paper,Xerox
1812,Xerox 209,Office Supplies,Paper,Xerox
1813,Xerox 21,Office Supplies,Paper,Xerox
1814,Xerox 210,Office Supplies,Paper,Xerox
1815,Xerox 211,Office Supplies,Paper,Xerox
1816,Xerox 212,Office Supplies,Paper,Xerox
1817,Xerox 213,Office Supplies,Paper,Xerox
1818,Xerox 214,Office Supplies,Paper,Xerox
1819,Xerox 215,Office Supplies,Paper,Xerox
1820,Xerox 216,Office Supplies,Paper,Xerox
1821,Xerox 217,Office Supplies,Paper,Xerox
1822,Xerox 218,Office Supplies,Paper,Xerox
1823,Xerox 219,Office Supplies,Paper,Xerox
1824,Xerox 22,Office Supplies,Paper,Xerox
1825,Xerox 220,Office Supplies,Paper,Xerox
1826,Xerox 221,Office Supplies,Paper,Xerox
1827,Xerox 222,Office Supplies,Paper,Xerox
1828,Xerox 223,Office Supplies,Paper,Xerox
1829,Xerox 224,Office Supplies,Paper,Xerox
1830,Xerox 225,Office Supplies,Paper,Xerox
1831,Xerox 226,Office Supplies,Paper,Xerox
1832,Xerox 227,Office Supplies,Paper,Xerox
1833,Xerox 228,Office Supplies,Paper,Xerox
1834,Xerox 229,Office Supplies,Paper,Xerox
1835,Xerox 23,Office Supplies,Paper,Xerox
1836,Xerox 230,Office Supplies,Paper,Xerox
1837,Xerox 231,Office Supplies,Paper,Xerox
1838,Xerox 232,Office Supplies,Paper,Xerox
1839,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,Xerox
1840,Xerox Blank Computer Paper,Office Supplies,Paper,Xerox
1841,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
1842,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,Xerox
1843,Xiaomi Mi3,Technology,Phones,Other
1844,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,XtraLife
1845,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,XtraLife
1846,Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,Zebra
1847,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,Zebra
1848,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,Zebra
1849,Zebra ZM400 Thermal Label Printer,Technology,Machines,Zebra
1850,Zipper Ring Binder Pockets,Office Supplies,Binders,Other
